"pid","brand","category","price","season","subcategory","subsubcategory","numeric_size","count_size"
"1cf8f0162f881f7","OldVine Styles","Tops",52.58,"Winter","Petite","Sporty Long-Sleeve",0,5
"1cfa98efe1dfe28","SkyWing","Sweaters",53.99,"Summer","Adult","Round-Top",0,5
"1cfabe229c436d5","MoonWear","Trousers",59.3,"Winter","Adult","Lounge Pants",1,5
"1cfb8858beffd46","BlueRidge","Button-Ups",53.988,"Winter","Adult","Relaxed Long-Sleeve",0,5
"1d006c5d822d8b8","RhythmWear","Outerwear",65.26,"Summer","Adult","Light Outer",0,3
"1d1288e1164b695","BlueRiver Co.","Trousers",60.122,"Winter","Petite","Mixable Bottoms",1,5
"1d1e1eed460b98d","TulipTread","Footwear",65.766,"Winter","Adult","High-Cuts",1,9
"1d2700926c5e4d9","CanvasCraft","Button-Ups",54,"Winter","Adult","Relaxed Long-Sleeve",0,1
"1d2edef79e67847","LunarLuxe","Trousers",55.248,"Summer","Adult","Lounge Bottoms",0,4
"1d33650fc76772d","OldVine Styles","Tops",50.97,"Summer","Petite","Sporty Short-Sleeve",0,5
"1d34bc043733904","BlueRidge","Sweaters",56.404,"Summer","Adult","Round-Top",0,5
"1d36c516a9a19a7","MetroMaven","Footwear",55.248,"Summer","Adult","Walkers",1,5
"1d388e204d85d6c","SilkLeaf","Button-Ups",61.63,"Summer","Adult","Business Long-Sleeve",1,5
"1d38c8d1eae77d6","OldVine Styles","Tops",50.974,"Summer","Petite","Sporty Short-Sleeve",0,5
"1d39fd09965a567","ReinStyles","Trousers",63.574,"Winter","Adult","Business Bottoms",1,5
"1d46f9cff91d6f2","MoonWear","Trousers",57.445,"Winter","Adult","Lounge Bottoms",0,4
"1d4805cb1976148","SkyWing","Miscellaneous",42.658,"Summer","Adult","Briefs",0,5
"1d4ced1675bdf7e","RhythmWear","Tops",55.138,"Winter","Adult","Sporty Long-Sleeve",0,4
"1d4eae019c47472","FuelThreads","Sweaters",59.302,"Summer","Adult","Hood Top",0,4
"1d58d5b3a1e0926","TargetStyles","Trousers",49.121,"Summer","Petite","Mini Pants",1,7
"1d5c2b82aff4a0f","others","Sweaters",52.57,"Summer","Petite","Warm Top",0,1
"1d62afa3c2250bc","ZenithMan","Tops",55.255,"Summer","Adult","Sporty Long-Sleeve",0,4
"1d63e7422dbb54b","PineAndFern","Outerwear",55.142,"Summer","Adult","Light Outer",0,4
"1d650165731d2c2","PlaidCrafters","Button-Ups",55.268,"Winter","Adult","Relaxed Long-Sleeve",0,5
"1d654fa38a274ef","MoonWear","Button-Ups",55.258,"Summer","Adult","Relaxed Long-Sleeve",0,4
"1d76ca66eeab5ea","SkyWing","Tops",50.98,"Summer","Adult","Sporty Short-Sleeve",0,5
"1d8104e3eb4be04","MeadowMaster","Sweaters",62.905,"Winter","Adult","Warm Top",0,4
"1d81bfd36819984","DarkHarbor","Trousers",52.578,"Summer","Petite","Mini Pants",1,6
"1d902befbfb1610","DocMan","Sweaters",57.446,"Winter","Adult","High-Neck",0,5
"1d921f6c40a0109","OceanSketch Elite","Button-Ups",50.978,"Winter","Petite","Hip Long-Sleeve",0,5
"1d944785056b3c0","BlueRidge","Trousers",71.59,"Winter","Adult","Blue Threads",1,5
"1d9a823959ceb41","MoonWear","Blazers",67.62,"Summer","Adult","Mixable Jacket",1,5
"1d9eee9ab60e7e7","CoralAndFin","Sweaters",74.575,"Summer","Adult","Waist Wrap",0,4
"1da11fcace03bca","FrontlineStyles","Tops",52.585,"Winter","Adult","Sporty Short-Sleeve",0,2
"1da6cde3d90823e","PineAndFern","Sweaters",50.972,"Summer","Adult","Warm Top",0,4
"1db0e0c2f3756bf","TulipTread","High-End Items",53.99,"Winter","End Items","Sleek Belt",1,2
"1db3f0a5553244d","BlueRiver Co.","Trousers",60.897,"Winter","Petite","Mixable Bottoms",1,10
"1db6edbb686b56b","DarkHarbor","Tops",53.997,"Winter","Petite","Sporty Long-Sleeve",0,6
"1dcf9ee4c5b0926","FrontlineStyles","Tops",44.26,"Winter","Adult","Quick-Sleeve Top",0,1
"1dd1c9c1f31c22d","DarkHarbor","Tops",52.583,"Summer","Petite","Sporty Short-Sleeve",0,6
"1dd64503fad258e","SkyWing","Trousers",53.995,"Summer","Adult","Mini Pants",1,8
"1dec5e115658d10","CanvasCraft","Tops",53.994,"Summer","Adult","Sporty Short-Sleeve",0,5
"1def01dd3f10405","PedalPrime","Tops",46.928,"Winter","Adult","Quick-Sleeve Top",0,4
"1e09b11d81089d6","SkyWing","Trousers",50.965,"Summer","Adult","Island Shorts",1,2
"1e10400e83a9f05","OceanSketch Elite","Button-Ups",50.976,"Winter","Petite","Hip Long-Sleeve",0,5
"1e1559f3ce575b2","AzureMeat","Tops",46.925,"Summer","Adult","Quick-Sleeve Top",0,4
"1e15c75fe8df408","OrchardM","Trousers",57.45,"Summer","Adult","Business Bottoms",1,8
"1e163f69a0755eb","OldVine Styles","Button-Ups",52.58,"Winter","Petite","Relaxed Long-Sleeve",0,5
"1e1729949330ff0","SkyWing","Footwear",60.127,"Winter","Adult","High-Cuts",1,6
"1e1adcf6ce7439e","LakeStyles","Sweaters",55.26,"Winter","Adult","Hood Top",1,2
"1e21270bc9439b7","DarkHarbor","Tops",58.408,"Winter","Petite","Sporty Long-Sleeve",0,6
"1e230ecb88015ce","MetalMold","Button-Ups",52.578,"Summer","Adult","Relaxed Long-Sleeve",0,4
"1e2a141f7c6f26b","DarkHarbor","Sweaters",55.255,"Winter","Petite","Round-Top",0,6
"1e2a1558c0dc823","PeakStyles","Button-Ups",52.57,"Winter","Adult","Business Long-Sleeve",1,1
"1e2bead1203ddb5","BlueRidge","Button-Ups",58.408,"Winter","Adult","Relaxed Long-Sleeve",0,4
"1e2ea10e122011c","MeadowMaster","Sweaters",58.318,"Winter","Adult","Seafarer Top",0,4
"1e35a20253c9459","others","Button-Ups",58.41,"Winter","Petite","Double Layer",0,5
"1e367e4fc9d34af","RefreshStyles","Footwear",61.628,"Winter","Adult","Walkers",1,5
"1e39145f602ba6b","CanvasCraft","Button-Ups",53.995,"Winter","Adult","Relaxed Long-Sleeve",0,6
"1e3c221c9f015f5","SkyWing","Sweaters",52.586,"Winter","Adult","Round-Top",0,5
"1e40dfe794bcab1","FrontlineStyles","Trousers",53.992,"Summer","Adult","Mini Pants",1,8
"1e43f739c2d815e","VolcanoWear","Outerwear",71.898,"Winter","Adult","Cold Shield",0,4
"1e4592e66dd330b","UrbanZen","Outerwear",66.252,"Summer","Adult","Light Outer",1,4
"1e4657358d95b3b","GeoStyles","Miscellaneous",52.57,"Winter","Adult","Sleek Belt",1,1
"1e5346263e6d393","SkyWing","Sweaters",58.405,"Summer","Adult","Waist Wrap",0,6
"1e59bcc2f2d3e80","ZenithMan","Sweaters",62.312,"Winter","Adult","Seafarer Top",0,4
"1e5e0cf97279dcd","OceanSketch Elite","Button-Ups",50.975,"Winter","Petite","Hip Long-Sleeve",0,4
"1e5e442909e23bc","BertWear","Trousers",57.94,"Summer","Adult","Lounge Pants",1,4
"1e5f47260419578","TulipTread","Miscellaneous",53.99,"Winter","Adult","Sleek Belt",1,1
"1e60ca69ced1e1a","SpeedThreads","Sweaters",53.996,"Summer","Adult","Seafarer Top",0,5
"1e6161e9084acb2","RhythmWear","Sweaters",63.278,"Winter","Adult","Hood Top",0,4
"1e62a6576b4a728","LunarLuxe","Outerwear",63.58,"Winter","Adult","Puff Jacket",1,4
"1e66b5461294646","BlueRidge","Miscellaneous",40.84,"Winter","Adult","Top Covers",1,1
"1e7101c87dd6539","LunarLuxe","Tops",53.985,"Summer","Adult","Sporty Short-Sleeve",0,4
"1e735b1fbe1c94c","CanvasCraft","Sweaters",55.27,"Winter","Adult","High-Neck",0,1
"1e7759dc2bdc806","RhythmWear","Outerwear",70.12,"Summer","Adult","Light Outer",0,4
"1e780bb3f20b56b","FrontlineStyles","Miscellaneous",44.26,"Summer","Adult","Top Covers",1,1
"1e7c416882d2c90","DocMan","Button-Ups",52.576,"Summer","Adult","Business Long-Sleeve",1,7
"1e7e0d61a13593f","ZenithMan","Trousers",49.127,"Summer","Adult","Water Shorts",0,4
"1e81cf03896009b","TargetStyles","Tops",44.246,"Winter","Petite","Quick-Sleeve Top",0,5
"1e842c9d2912189","MetroMaven","Sweaters",58.398,"Winter","Adult","Warm Top",0,4
"1e848cfb0beebad","IslandLife","Trousers",44.268,"Summer","Adult","Water Shorts",0,5
"1e87f02d111a0d1","OldVine Styles","Trousers",49.117,"Summer","Petite","Mini Pants",1,7
"1e93e3312a6fd73","DocMan","Button-Ups",57.441,"Winter","Adult","Business Long-Sleeve",1,8
"1ea3b49e08a4ce0","SkyWing","Button-Ups",52.576,"Summer","Adult","Relaxed Long-Sleeve",0,5
"1ea46a676bd0eac","SkyWing","Outerwear",63.58,"Summer","Adult","Light Outer",0,5
"1ea75f46497b661","PineAndFern","Sweaters",52.285,"Winter","Adult","Hood Top",0,4
"1eaa3095f9c6ef7","VisionMakers","Tops",55.135,"Summer","Adult","Quick-Sleeve Top",0,4
"1eaa5a58f5ae590","OrchardM","Trousers",57.451,"Summer","Adult","Business Bottoms",1,10
"1eadaa59edce39e","BlueRidge","Button-Ups",62.315,"Winter","Adult","Double Layer",0,4
"1eaebb3d4539faa","LookSee","Footwear",59.297,"Winter","Adult","Walkers",1,6
"1eb898c63fc3b00","SkyWing","Sweaters",58.405,"Summer","Adult","Waist Wrap",0,6
"1eb9e3ee2671cdc","SkyGuard","Outerwear",67.618,"Winter","Adult","Puff Jacket",0,4
"1ec3c50f3fa4a38","KickStar","Footwear",56.403,"Summer","Adult","Walkers",1,6
"1ed03f12cd055c3","AzureWorks","Button-Ups",57.45,"Winter","Adult","Double Layer",0,2
"1ed0ec76f672bfb","CloudNine","Footwear",63.577,"Summer","Adult","Walkers",1,7
"1ed1ce5b4f49f2c","SkyWing","Sweaters",50.98,"Summer","Adult","Warm Top",0,4
"1ed4ed0f3385318","SpeedThreads","Trousers",50.277,"Summer","Adult","Island Shorts",1,6
"1ed8d3ed9bcac0c","GeoStyles","Footwear",62.96,"Summer","Adult","Easy Shoes",1,6
"1ee52ce5ac58a49","CanvasCraft","Sweaters",53.995,"Winter","Adult","High-Neck",0,2
"1ef8458fb39ad39","OldVine Styles","Button-Ups",49.12,"Winter","Petite","Business Long-Sleeve",0,1
"1ef894626e92fd8","BlueRidge","Sweaters",55.258,"Winter","Adult","Round-Top",0,5
"1ef97811c1ec2a9","VisionMakers","Button-Ups",66.21,"Summer","Adult","Double Layer",0,3
"1efb8785bf74fba","OliveSlate","Tops",52.578,"Summer","Adult","Sporty Short-Sleeve",0,5
"1efdc7afb9011f6","BuilderStyles","Trousers",62.312,"Winter","Adult","Lounge Pants",1,6
"1efddfafca41bea","UrbanAce","Sweaters",60.125,"Winter","Adult","Waist Wrap",0,4
"1eff995219b5d19","FuelThreads","Trousers",64.994,"Summer","Adult","Blue Threads",1,13
"1f03eab81de1e47","KickStar","Footwear",53.991,"Summer","Adult","Walkers",1,8
"1f05fb459874b4b","LunarLuxe","Sweaters",57.448,"Winter","Adult","Seafarer Top",0,4
"1f0de83dfce0654","others","Sweaters",53.994,"Winter","Petite","Hood Top",0,5
"1f19e44602c1053","ChillCube","Sweaters",59.295,"Summer","Adult","Round-Top",0,4
"1f1d61e915a0864","Blend&Woven","Sweaters",57.442,"Winter","Adult","Warm Top",0,4
"1f1f444e783dbb7","SilkLeaf","Sweaters",65.25,"Winter","Adult","High-Neck",1,4
"1f1f455c6a264ec","AzureWorks","Sweaters",53.987,"Summer","Adult","Round-Top",0,4
"1f290b57cc46b3b","MeadowMaster","Sweaters",61.555,"Summer","Adult","Hood Top",0,4
"1f395620ee5a366","LunarLuxe","Tops",52.574,"Summer","Adult","Sporty Short-Sleeve",0,5
"1f3f2a797febaf9","TargetStyles","Tops",44.258,"Summer","Petite","Quick-Sleeve Top",0,5
"1f43f461c0063b6","SkyWing","Tops",49.128,"Winter","Adult","Sporty Short-Sleeve",0,5
"1f4e89515e2f3c8","VisionMakers","High-End Items",71.9,"Winter","End Items","Puff Jacket",1,5
"1f5314d3321a9d7","Blend&Woven","Trousers",50.977,"Summer","Adult","Mini Pants",1,7
"1f5e495bd3c05a5","MeadowMaster","Button-Ups",57.348,"Summer","Adult","Relaxed Long-Sleeve",0,4
"1f5fe0fc5a00134","ZenithMan","Sweaters",60.127,"Winter","Adult","Seafarer Top",0,4
"1f608f3b02dfbe3","DocMan","Button-Ups",52.58,"Winter","Adult","Business Long-Sleeve",1,5
"1f6c2d8bb7366c4","RavenBeach","Outerwear",70.6,"Winter","Adult","Extended Cover",0,4
"1f6c5f4e7ed3457","MoonWear","Tops",52.572,"Summer","Adult","Sporty Short-Sleeve",0,4
"1f72d5f24c5368c","BuilderStyles","High-End Items",60.897,"Summer","End Items","Lounge Pants",1,6
"1f761ac8a8d2800","DocMan","Miscellaneous",40.8,"Summer","Adult","Tie-Up",1,1
"1f7becd9ef6c9bd","MetroMaven","Footwear",57.44,"Summer","Adult","Walkers",1,6
"1f89b2661a40cd4","FrontlineStyles","Tops",52.58,"Winter","Adult","Sporty Short-Sleeve",0,2
"1f8e4b6e0483d07","IslandLife","Trousers",42.658,"Summer","Adult","Water Shorts",0,5
"1f8ee8010c75527","Blend&Woven","Sweaters",57.446,"Summer","Adult","Round-Top",0,5
"1f9434cba0e8020","MoonWear","Trousers",55.258,"Summer","Adult","Mini Pants",1,5
"1f9949acaed80ab","ChillCube","Tops",52.58,"Summer","Adult","Sporty Short-Sleeve",0,5
"1f9ae9a7fa5bfa3","WillowWalk","Footwear",60.903,"Summer","Adult","Walkers",1,7
"1f9b31c17ec8f10","AzureStone","Trousers",56.403,"Summer","Adult","Lounge Pants",1,21
"1fa43e6e15fe08a","MeadowMaster","Sweaters",61.558,"Winter","Adult","Hood Top",0,4
"1fa55fa6690e75c","PineAndFern","Sweaters",52.588,"Summer","Adult","Warm Top",0,4
"1fab426f11bd8ab","AzureWorks","Button-Ups",53.988,"Winter","Adult","Relaxed Long-Sleeve",1,6
"1fac7153265574c","SkyWing","Sweaters",56.402,"Winter","Adult","Seafarer Top",0,5
"1fac7fe60f2a65f","DarkHarbor","Outerwear",63.575,"Winter","Petite","Puff Jacket",0,6
"1fb34904b5b6c03","SkyGuard","Trousers",49.123,"Summer","Adult","Mini Pants",0,4
"1fb75df7e678285","EchoStyles","Trousers",55.148,"Summer","Adult","Mini Pants",0,4
"1fbb910e232d267","DocMan","Button-Ups",60.123,"Summer","Adult","Double Layer",0,3
"1fbdf0a3f8087b9","CanvasCraft","Button-Ups",53.992,"Winter","Adult","Relaxed Long-Sleeve",0,4
"1fbed5b4f8bc29a","BigStone","Tops",57.445,"Summer","Adult","Sporty Short-Sleeve",1,4
"1fc5ce692170964","AzureWorks","Button-Ups",55.257,"Summer","Adult","Relaxed Long-Sleeve",1,7
"1fc95150529354d","DocMan","Button-Ups",55.251,"Winter","Adult","Business Long-Sleeve",1,8
"1fc9c04fbad5612","CanvasCraft","Trousers",54,"Summer","Adult","Mini Pants",1,1
"1fcb7fdf723976c","DocMan","Miscellaneous",44.25,"Winter","Adult","Tie-Up",1,1
"1fccb3f8945d809","SkyWing","Tops",52.585,"Summer","Adult","Sporty Short-Sleeve",0,2
"1fced31613e5e4b","ChillCube","Tops",55.258,"Summer","Adult","Sporty Short-Sleeve",0,5
"1fd35230dd9f3ed","FrontlineStyles","Button-Ups",52.582,"Summer","Adult","Relaxed Long-Sleeve",0,5
"1fd50fcd21e8178","SkyWing","Sweaters",57.446,"Winter","Adult","High-Neck",0,5
"1fdd74366575d09","CanvasCraft","Tops",55.25,"Summer","Adult","Sporty Short-Sleeve",0,1
"1fde5667e63ae75","ZenithMan","Tops",59.292,"Winter","Adult","Sporty Long-Sleeve",0,4
"1fe94fddd90944f","DarkHarbor","Trousers",53.987,"Summer","Petite","Mini Pants",1,6
"1ff0dc9ba7b7310","SilkLeaf","Outerwear",77.908,"Winter","Adult","Cold Shield",1,5
"1ff3fd62dd57681","AzureWorks","Button-Ups",55.256,"Winter","Adult","Relaxed Long-Sleeve",1,7
"1ff865fd4c7cc65","PureDenim","Tops",44.265,"Summer","Adult","Quick-Sleeve Top",0,4
"1ffdbef05ebadfd","EchoStyles","Button-Ups",55.145,"Summer","Adult","Relaxed Long-Sleeve",0,4
"2007de1efa9fe54","BlueRidge","Tops",46.918,"Summer","Adult","Quick-Sleeve Top",0,5
"2009d192fbc779f","StreamStride","Footwear",66.727,"Winter","Adult","Fancy Feet",1,7
"201145f0378ca98","ZenithMan","Trousers",60.125,"Summer","Adult","Lounge Pants",1,6
"2019bb429577637","ChillCube","Sweaters",60.897,"Winter","Adult","Waist Wrap",0,3
"202206335bbbb1e","SkyWing","Tops",46.952,"Winter","Adult","Quick-Sleeve Top",0,5
"20282e776067453","RhythmWear","Tops",55.267,"Winter","Adult","Quick-Sleeve Top",0,4
"202e04eb4e2e9c5","RhythmWear","Sweaters",68.64,"Winter","Adult","High-Neck",0,3
"203463de59a3d9c","PlaidCrafters","Tops",55.262,"Summer","Adult","Sporty Short-Sleeve",0,5
"2035ee420b5e97a","SkyWing","Tops",46.938,"Summer","Adult","Quick-Sleeve Top",0,5
"20398c9a8a7363e","MetalMold","Button-Ups",53.995,"Summer","Adult","Relaxed Long-Sleeve",0,4
"203a4539fac794f","SpeedThreads","Tops",50.98,"Summer","Adult","Sporty Short-Sleeve",0,5
"203f2ced9ace98a","Skyward","Footwear",63.278,"Summer","Adult","Walkers",1,5
"204399e3613f64f","BigStone","Tops",60.6,"Summer","Adult","Sporty Short-Sleeve",1,4
"204b4e1144ba469","RhythmWear","Trousers",57.45,"Summer","Adult","Mini Pants",0,3
"204f1acf6b7e270","MoonWear","Button-Ups",55.257,"Winter","Adult","Relaxed Long-Sleeve",0,3
"20500bbf96985f6","CanvasCraft","Trousers",52.58,"Summer","Adult","Mini Pants",1,10
"2052ecd720a4a7e","MetroMaven","Trousers",53.978,"Winter","Adult","Mini Pants",1,5
"20545221c50fa9b","DocMan","Outerwear",71.28,"Winter","Adult","Cold Shield",1,5
"2054a10803bddd6","MetroMaven","Tops",44.23,"Summer","Adult","Quick-Sleeve Top",0,3
"2063d40187d6763","SnowPeak","Outerwear",73.012,"Winter","Adult","Puff Jacket",0,4
"2065d08de86facf","TulipTread","Footwear",65.254,"Summer","Adult","Chill Steps",1,9
"206f116ccb10296","SkyWing","Trousers",55.258,"Winter","Adult","Utility Pants",1,13
"20747b7b1930edc","FlashBack","Outerwear",63.578,"Winter","Petite","Extended Cover",1,5
"207969dec36368d","SoftTrend","Tops",59.298,"Summer","Adult","Sporty Short-Sleeve",0,4
"207ab3120ca9f7f","FrontlineStyles","Button-Ups",50.976,"Winter","Adult","Relaxed Short-Sleeve",0,5
"207f982ddcc94ef","ChillCube","Sweaters",59.295,"Summer","Adult","Seafarer Top",0,4
"208e6c483e96fb4","BuilderStyles","Trousers",62.962,"Summer","Adult","Lounge Pants",1,6
"208f30a69a7879b","MetalMold","Trousers",56.403,"Winter","Adult","Lounge Pants",1,11
"2093b13e34a70c4","OldVine Styles","Tops",52.578,"Summer","Petite","Sporty Short-Sleeve",0,5
"20a0f0a1a72eb45","EchoStyles","Button-Ups",55.142,"Summer","Adult","Relaxed Long-Sleeve",0,4
"20a6d61413250ae","Blend&Woven","Button-Ups",58.403,"Winter","Adult","Double Layer",0,3
"20a9c7eddbfdec2","SkyWing","Outerwear",73.31,"Winter","Adult","Light Outer",0,1
"20ab5c2f5daa95b","OldVine Styles","Outerwear",58.406,"Summer","Petite","Puff Jacket",0,5
"20ad1fb72e49919","FuelThreads","Trousers",61.976,"Summer","Adult","Blue Threads",1,10
"20b35b5ace8ef2a","CanvasCraft","Tops",52.578,"Summer","Adult","Sporty Short-Sleeve",0,6
"20badb61f75ea6c","FrontlineStyles","Button-Ups",52.58,"Summer","Adult","Relaxed Short-Sleeve",0,1
"20bfc392fb65702","ChillCube","Sweaters",59.295,"Winter","Adult","Seafarer Top",0,4
"20c28234a202e9c","SkyWing","Sweaters",53.998,"Winter","Adult","Round-Top",0,6
"20c3683b6803cb8","others","Tops",57.935,"Summer","Adult","Sporty Short-Sleeve",0,4
"20c619a171de79d","LakeStyles","Tops",54.644,"Summer","Adult","Sporty Short-Sleeve",1,5
"20ce6ff27bb2fab","SkyWing","Sweaters",52.578,"Summer","Adult","Round-Top",0,5
"20d085a5b294bc0","PedalPrime","Tops",48.072,"Winter","Adult","Quick-Sleeve Top",0,5
"20d2f5a6b545bf2","MoonWear","Trousers",59.293,"Winter","Adult","Lounge Pants",1,6
"20d6062755a6634","SkyGuard","Miscellaneous",46.9,"Winter","Adult","Top Covers",1,1
"20d7afd3c3cce71","MoonWear","Button-Ups",58.407,"Winter","Adult","Relaxed Long-Sleeve",0,3
"20de462f2c061dc","EchoStyles","Trousers",58.318,"Winter","Adult","Business Bottoms",1,6
"20e2e9dc7a1b75c","CanvasCraft","Button-Ups",55.25,"Summer","Adult","Relaxed Long-Sleeve",0,1
"20ed66c843df49e","BuilderStyles","Trousers",62.962,"Winter","Adult","Lounge Pants",1,6
"20f11ae9c761c3a","MoonWear","Trousers",60.12,"Summer","Adult","Mixable Bottoms",1,7
"20f4e1d0f6c8334","FrontlineStyles","Tops",46.95,"Winter","Adult","Quick-Sleeve Top",0,1
"20fb66b20a276bd","PlaidCrafters","Tops",52.584,"Summer","Adult","Sporty Short-Sleeve",0,5
"20fd3215f5cfefe","CanvasCraft","Outerwear",66.252,"Winter","Adult","Light Outer",0,5
"211799495876d3e","CloudNine","Footwear",62.313,"Summer","Adult","Walkers",1,7
"2121a547cbfa3c3","CoralTrend","Footwear",46.94,"Summer","Adult","Easy Footwear",1,5
"212241b702e3f23","BlueRiver Co.","Miscellaneous",42.66,"Summer","Petite","Square Decor",1,1
"2122483844232e6","KickStar","Footwear",55.26,"Summer","Adult","Walkers",1,7
"2136c4f4f861451","OldVine Styles","Sweaters",55.252,"Summer","Petite","Waist Wrap",0,5
"2141cde98f58b04","CanvasCraft","Trousers",57.43,"Winter","Adult","Lounge Pants",1,1
"214366e1f566b4b","LunarLuxe","Sweaters",57.447,"Summer","Adult","Waist Wrap",0,4
"2149dc81b9c380d","LunarLuxe","Tops",46.932,"Summer","Adult","Quick-Sleeve Top",0,4
"214ac45ede1f0ca","SkyWing","Button-Ups",55.262,"Winter","Adult","Relaxed Long-Sleeve",0,5
"214b8720db2c987","OceanSketch Elite","Button-Ups",50.972,"Summer","Petite","Hip Long-Sleeve",0,4
"21529762920646e","OliveSlate","Tops",44.26,"Summer","Adult","Quick-Sleeve Top",0,5
"21561252306ee7c","CanvasCraft","Tops",55.25,"Summer","Adult","Sporty Short-Sleeve",0,1
"215e681ccd89ace","OceanSketch Elite","Blazers",60.899,"Summer","Petite","Formal Jacket",1,7
"2174a26ab894c05","CanvasCraft","Button-Ups",55.26,"Winter","Adult","Relaxed Long-Sleeve",0,1
"21756285b540845","AzureMeat","Sweaters",58.41,"Winter","Adult","Waist Wrap",0,4
"217ee3d1249a724","DocMan","Button-Ups",55.247,"Summer","Adult","Business Long-Sleeve",1,3
"21869dcf66b5377","PeakStyles","Button-Ups",50.974,"Winter","Adult","Business Long-Sleeve",1,7
"218ff8c62e26402","SkyWing","Tops",40.818,"Winter","Adult","Quick-Sleeve Top",0,6
"21904d25047ece1","PlaidCrafters","Sweaters",60.9,"Winter","Adult","Waist Wrap",0,5
"21986dbb500cb8d","AzureStone","Outerwear",66.26,"Winter","Adult","Light Outer",1,4
"219c228a9ef8916","KickStar","Sweaters",55.252,"Winter","Adult","Waist Wrap",0,4
"21b1aedc749fdf0","DocMan","Button-Ups",53.993,"Summer","Adult","Relaxed Long-Sleeve",0,3
"21b1c8c8e6e3f46","CloudNine","Footwear",62.317,"Winter","Adult","Chill Steps",1,7
"21ba24885a178c7","SkyWing","Trousers",55.254,"Summer","Adult","Utility Pants",1,8
"21c173eca3b8698","WillowWalk","Footwear",69.59,"Winter","Adult","Fancy Feet",1,7
"21c7b0fc9dac5d2","SkyGuard","Outerwear",60.123,"Summer","Adult","Light Outer",0,4
"21c9494869adbcf","AzureMeat","Button-Ups",58.405,"Winter","Adult","Double Layer",0,4
"21cf118eb7743aa","others","Footwear",53.992,"Summer","Petite","Beach Walkers",1,6
"21d2446c7fb0681","FrontlineStyles","Trousers",53.991,"Summer","Adult","Island Shorts",1,7
"21d519489c006a7","AzureMeat","Sweaters",55.255,"Winter","Adult","Warm Top",0,4
"21d5430b44a958c","MetroMaven","Tops",44.237,"Summer","Adult","Quick-Sleeve Top",0,4
"21d57fe8306a343","VisionMakers","Tops",51.813,"Summer","Adult","Quick-Sleeve Top",0,3
"21dfa14bbcd59c8","MeadowMaster","Miscellaneous",48.93,"Winter","Adult","Top Covers",1,1
"21efdcfa42100cb","PeakStyles","Button-Ups",53.992,"Winter","Adult","Business Long-Sleeve",1,6
"21f25fd49355363","FrontlineStyles","Tops",50.982,"Summer","Adult","Sporty Short-Sleeve",0,5
"220ce0f420bf6bf","PlaidCrafters","Button-Ups",55.262,"Winter","Adult","Relaxed Long-Sleeve",0,5
"220e4325ca353a2","FrontlineStyles","Sweaters",53.998,"Summer","Adult","Warm Top",0,5
